Name,Team,Position,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,Freedom,1st Move,2nd Move,3rd Move,4th Move
Cam O'Miles,Wi-Fi Download,GK,Wood,83,132,70,53,56,63,28,62,55,22,Pressure Punch,Quick Draw,Makiwari Chop,Hurricane Arrow
Drew Straws,Wi-Fi Download,FW,Wood,160,132,60,52,55,55,62,58,52,11,Spinning Shoot,Magic,Fake Ball,Hyakuretsu Shot
John Maggie,Wi-Fi Download,DF,Wood,121,76,76,79,61,72,31,79,72,9,Shikofumi,Toughness Block,Earthquake,Counterstrike
Lux Botty Sidebottom,Wi-Fi Download,GK,Fire,81,158,40,59,52,60,63,61,54,27,Tornado Catch,Shoot Pocket,Kogarashi,Kumo no Ito
Esau Fagus,Wi-Fi Download,FW,Wind,85,156,46,52,46,58,41,43,40,34,Noroi,Kamikakushi,Psycho Shot,Divine Arrow
Bambis Shakin,Wi-Fi Download,FW,Earth,118,134,50,57,59,57,76,55,60,16,Suisei Shoot,Freeze Shot,Illusion Ball,Twin Boost
Percy Verence,Wi-Fi Download,FW,Fire,127,173,52,62,64,68,68,72,60,27,Super Scan (DF),Super Scan (OF),Kamikakushi,Divine Arrow
Dwayne Woo,Wi-Fi Download,MF,Wind,169,130,63,63,54,60,56,77,63,19,Shippuu Dash,Killer Slide,Quick Draw,Back Tornado
Rich Cave,Wi-Fi Download,GK,Fire,81,156,44,63,59,56,63,71,63,24,Tornado Catch,Power Shield,Makiwari Chop,Coil Turn
Brook Atwater,Wi-Fi Download,DF,Wind,151,148,57,60,54,56,53,60,59,16,Killer Slide,Rolling Kick,Twin Boost,Cyclone
Chuck Hardy,Wi-Fi Download,FW,Wind,173,134,49,57,70,45,52,62,62,15,Suisei Shoot,Condor Dive,Illusion Ball,Dash Storm
Max Scara,Wi-Fi Download,GK,Wind,127,198,62,62,40,40,40,52,52,34,Onryou,Magic,Killer Blade,Counterstrike
Archie Meades,Wi-Fi Download,GK,Wood,118,120,57,54,40,70,49,62,53,20,Pressure Punch,Killer Blade,Rocket Kobushi,Bunshin Feint
Noel Vacancie Vacancies,Wi-Fi Download,GK,Fire,138,194,57,65,59,70,52,62,54,20,Nekketsu Punch,Rocket Kobushi,Fake Ball,Kagome Kagome
Weldon Wrought,Wi-Fi Download,DF,Wind,165,170,41,55,62,42,62,55,58,17,Coil Turn,Monkey Turn,Blade Attack,Harvest
Joe Rassock,Wi-Fi Download,GK,Wind,154,165,44,52,66,48,60,52,60,15,Shoot Pocket,Zigzag Spark,Wild Claw,Hyakuretsu Shot
Grant Mardy,Wi-Fi Download,DF,Wind,121,113,60,55,40,42,40,56,60,20,Tamanori Pierrot,Doppelganger,Magic,Illusion Ball
Tabor Drummond,Wi-Fi Download,GK,Earth,114,146,40,34,29,55,61,58,57,14,Toughness Block,Wild Claw,Makiwari Chop,Full Power Shield
Rob Freeby,Wi-Fi Download,FW,Earth,195,156,65,63,55,67,28,60,56,17,Shikofumi,Judge Through,Tsuchi Daruma,The Wall
Ace Breaker,Wi-Fi Download,DF,Earth,112,170,57,60,67,71,71,68,70,23,Quick Draw,Gorimuchuu,Cyclone,Dash Storm
Loughrey Mose,Wi-Fi Download,FW,Wind,143,178,77,69,62,52,52,73,61,21,Phantom Shoot,Hyakuretsu Shot,Dokonjou Bat,Kamaitachi
Gill Able,Wi-Fi Download,GK,Fire,211,140,68,52,60,60,59,76,60,21,Nekketsu Punch,Power Shield,Killer Slide,Full Power Shield
Sam Fitspire,Wi-Fi Download,GK,Wood,88,136,63,63,42,60,56,64,60,20,Power Shield,The Wall,Super Armadillo,Full Power Shield
Troy Glodight,Wi-Fi Download,DF,Earth,154,150,60,60,60,79,62,56,52,26,Onryou,Kumo no Ito,Dokugiri no Jutsu,Jigoku Guruma
Ropert Chapp,Wi-Fi Download,DF,Wind,92,148,61,64,50,62,55,63,62,16,Judge Through,Killer Slide,Ushiro no Shoumen,Tsuchi Daruma
Jack Mate,Wi-Fi Download,DF,Wind,136,153,62,68,61,69,53,60,56,14,Killer Slide,Fake Ball,Spinning Cut,Hurricane Arrow
Bill Wordsy Wordsworthy,Wi-Fi Download,MF,Earth,116,122,45,73,40,43,42,41,46,34,Noroi,Onryou,Bunshin Shoot,Bunshin Feint
Harry Caine,Wi-Fi Download,GK,Wind,125,161,73,70,60,64,64,60,62,27,Tornado Catch,Power Shield,Tsumuji,Counterstrike
Bane Marie,Wi-Fi Download,DF,Earth,112,190,52,67,58,60,56,58,58,22,Shikofumi,Grenade Shot,The Wall,Mega Quake
Luther Rio,Wi-Fi Download,GK,Wind,101,142,46,56,55,52,64,69,60,24,Killer Blade,Coil Turn,Power Shield,Counterstrike
Nester Damus,Wi-Fi Download,GK,Wind,143,156,63,60,63,61,53,54,56,35,Noroi,Killer Blade,Makiwari Chop,Counterstrike
Ainsley Burns,Wi-Fi Download,FW,Earth,171,144,46,58,68,51,60,62,63,17,Shikofumi,Grenade Shot,Meteor Attack,Mega Quake
Carey Vanpark,Wi-Fi Download,MF,Fire,112,101,51,44,45,55,57,63,52,16,Gorimuchuu,Mogura Feint,Tsuchi Daruma,Kumo no Ito
Brock Twigg,Wi-Fi Download,MF,Wood,213,190,48,48,51,78,45,49,70,24,Tamanori Pierrot,Magic,Zigzag Spark,Bunshin Feint
Marc O'Lepsy,Wi-Fi Download,DF,Wood,127,136,68,61,58,60,57,62,57,19,Doppelganger,Magic,Kage Nui,Dokugiri no Jutsu
Burt Mocking,Wi-Fi Download,DF,Wood,134,190,61,61,51,51,45,57,58,17,Tamanori Pierrot,Run Ball Run,Magic,Cyclone
Rusty Spoakes,Wi-Fi Download,GK,Fire,138,154,40,36,33,61,68,62,54,22,Pressure Punch,Power Shield,Bakuretsu Punch,Harvest
Bobby Yeller Yellow,Wi-Fi Download,GK,Wood,129,100,47,44,46,52,48,49,44,14,Tornado Catch,Tsumuji,Kogarashi,Hurricane Arrow
Paul Rush,Campaign,MF,Wood,176,156,60,71,60,68,79,62,67,26,Tatsumaki Senpuu,Zanzou,Kage Nui,Bunshin Shoot
Guile Crocket,Campaign,DF,Fire,158,172,63,47,44,61,72,71,66,26,Tatsumaki Senpuu,Condor Dive,Hawk Shot,Boost Glider
Claude Snap,Campaign,FW,Wind,195,154,66,62,61,64,67,68,68,17,Dash Accel,Freeze Shot,Twin Boost,Bunshin Feint
Ace Bragg,Campaign,MF,Wood,189,152,67,68,65,68,66,67,60,22,Snake Shot,Quick Draw,Cyclone,Back Tornado
Pete LeGume,Campaign,DF,Fire,182,164,62,68,62,64,67,64,60,19,Dash Accel,Spinning Cut,Heat Tackle,Harvest
Heath Rower,Campaign,MF,Wind,160,146,56,56,53,56,59,52,56,34,Spinning Shoot,Tatsumaki Senpuu,Kamaitachi,Back Tornado
Finn Attick,Campaign,DF,Wind,182,178,61,61,68,69,60,70,65,19,Blade Attack,Dokugiri no Jutsu,Cyclone,Cross Drive
Carey Bean,Campaign,MF,Fire,160,174,60,49,40,69,68,61,60,25,Rolling Kick,Zanzou,Run Ball Run,Moonsault
Layton, Layton Team, DF, Wood, 255,255,84,84,84,84,84,84,84,59,Sabaki no Tettsui,Counterstrike,gigant Wall,The Galaxy
Luke,Layton Team,MF,Wind,240,240,79,74,79,69,99,79,74,51,Rocket Kobushi,Run Ball Run,Cyclone,Moonsault
Flora,Layton Team,MF,Wood,240,240,79,74,79,69,99,79,74,51, Kagome Kagome,Magic,Koutei Penguin 2gou,Ushiro no Shoumen
